"Isolation","Trait","Both_P","Both_N","Diff_PN","Diff_NP"
"Pathogenic","Glucose_F",68,202,22,539
"Pathogenic","Galactose_F",31,513,59,228
"Pathogenic","Sucrose_F",30,562,60,179
"Pathogenic","Maltose_F",22,598,68,143
"Pathogenic","Lactose_F",1,713,89,28
"Pathogenic","Raffinose_F",20,629,70,112
"Pathogenic","Trehalose_F",31,511,59,230
"Pathogenic","Glucose",90,0,0,741
"Pathogenic","Inulin",11,644,79,97
"Pathogenic","Sucrose",49,287,41,454
"Pathogenic","Raffinose",32,536,58,205
"Pathogenic","Melibiose",14,652,76,89
"Pathogenic","Galactose",62,262,28,479
"Pathogenic","Lactose",13,654,77,87
"Pathogenic","Trehalose",58,221,32,520
"Pathogenic","Maltose",49,322,41,419
"Pathogenic","Melezitose",44,402,46,339
"Pathogenic","Methyl-?-D-glucoside",44,397,46,344
"Pathogenic","Soluble Starch",30,575,60,166
"Pathogenic","Cellobiose",53,270,37,471
"Pathogenic","Salicin",53,277,37,464
"Pathogenic","L-Sorbose",52,356,38,385
"Pathogenic","L-Rhamnose",28,588,62,153
"Pathogenic","D-Xylose",62,225,28,516
"Pathogenic","L-Arabinose",41,494,49,247
"Pathogenic","D-Arabinose",29,523,61,218
"Pathogenic","D-Ribose",42,445,48,296
"Pathogenic","Methanol",5,679,85,62
"Pathogenic","Ethanol",79,120,11,621
"Pathogenic","Glycerol",80,84,10,657
"Pathogenic","Erythritol",28,549,62,192
"Pathogenic","Ribitol",55,295,35,446
"Pathogenic","Galactitol",17,658,73,83
"Pathogenic","D-Mannitol",67,136,23,605
"Pathogenic","D-Glucitol",70,152,20,589
"Pathogenic","myo-Inositol",9,675,81,66
"Pathogenic","DL-Lactate",50,410,40,331
"Pathogenic","Succinate",79,128,11,613
"Pathogenic","Citrate",66,294,24,447
"Pathogenic","D-Gluconate",63,345,27,396
"Pathogenic","D-Glucosamine",38,465,52,276
"Pathogenic","Nitrate",11,608,79,133
"Pathogenic","Vitamin-free",19,599,71,142
"Pathogenic","2-Keto-D-gluconate",46,420,44,321
"Pathogenic","Starch formation",6,640,84,101
"Pathogenic","Growth at 19°C",85,6,5,735
"Pathogenic","Growth at 25°C",90,9,0,732
"Pathogenic","Growth at 30°C",87,96,3,645
"Pathogenic","Growth at 37°C",66,462,24,279
"Clinical","Glucose_F",10,223,1,597
"Clinical","Galactose_F",6,567,5,253
"Clinical","Sucrose_F",7,618,4,202
"Clinical","Maltose_F",5,660,6,160
"Clinical","Lactose_F",0,791,11,29
"Clinical","Raffinose_F",3,691,8,129
"Clinical","Trehalose_F",6,565,5,255
"Clinical","Glucose",11,0,0,820
"Clinical","Inulin",1,713,10,107
"Clinical","Sucrose",9,326,2,494
"Clinical","Raffinose",5,588,6,232
"Clinical","Melibiose",2,719,9,101
"Clinical","Galactose",9,288,2,532
"Clinical","Lactose",1,721,10,99
"Clinical","Trehalose",9,251,2,569
"Clinical","Maltose",9,361,2,459
"Clinical","Melezitose",9,446,2,374
"Clinical","Methyl-?-D-glucoside",8,440,3,380
"Clinical","Soluble Starch",4,628,7,192
"Clinical","Cellobiose",7,303,4,517
"Clinical","Salicin",7,310,4,510
"Clinical","L-Sorbose",6,389,5,431
"Clinical","L-Rhamnose",4,643,7,177
"Clinical","D-Xylose",9,251,2,569
"Clinical","L-Arabinose",5,537,6,283
"Clinical","D-Arabinose",3,576,8,244
"Clinical","D-Ribose",7,489,4,331
"Clinical","Methanol",0,753,11,67
"Clinical","Ethanol",10,130,1,690
"Clinical","Glycerol",11,94,0,726
"Clinical","Erythritol",2,602,9,218
"Clinical","Ribitol",9,328,2,492
"Clinical","Galactitol",2,722,9,98
"Clinical","D-Mannitol",10,158,1,662
"Clinical","D-Glucitol",10,171,1,649
"Clinical","myo-Inositol",0,745,11,75
"Clinical","DL-Lactate",7,446,4,374
"Clinical","Succinate",11,139,0,681
"Clinical","Citrate",11,318,0,502
"Clinical","D-Gluconate",10,371,1,449
"Clinical","D-Glucosamine",7,513,4,307
"Clinical","Nitrate",2,678,9,142
"Clinical","Vitamin-free",3,662,8,158
"Clinical","2-Keto-D-gluconate",7,460,4,360
"Clinical","Starch formation",0,713,11,107
"Clinical","Growth at 19°C",11,11,0,809
"Clinical","Growth at 25°C",11,9,0,811
"Clinical","Growth at 30°C",11,99,0,721
"Clinical","Growth at 37°C",10,485,1,335
"Rotting.Decaying","Glucose_F",69,195,29,538
"Rotting.Decaying","Galactose_F",29,503,69,230
"Rotting.Decaying","Sucrose_F",18,542,80,191
"Rotting.Decaying","Maltose_F",17,585,81,148
"Rotting.Decaying","Lactose_F",1,705,97,28
"Rotting.Decaying","Raffinose_F",11,612,87,121
"Rotting.Decaying","Trehalose_F",35,507,63,226
"Rotting.Decaying","Glucose",98,0,0,733
"Rotting.Decaying","Inulin",6,631,92,102
"Rotting.Decaying","Sucrose",52,282,46,451
"Rotting.Decaying","Raffinose",21,517,77,216
"Rotting.Decaying","Melibiose",10,640,88,93
"Rotting.Decaying","Galactose",59,251,39,482
"Rotting.Decaying","Lactose",15,648,83,85
"Rotting.Decaying","Trehalose",67,222,31,511
"Rotting.Decaying","Maltose",50,315,48,418
"Rotting.Decaying","Melezitose",40,390,58,343
"Rotting.Decaying","Methyl-?-D-glucoside",45,390,53,343
"Rotting.Decaying","Soluble Starch",22,559,76,174
"Rotting.Decaying","Cellobiose",67,276,31,457
"Rotting.Decaying","Salicin",67,283,31,450
"Rotting.Decaying","L-Sorbose",57,353,41,380
"Rotting.Decaying","L-Rhamnose",27,579,71,154
"Rotting.Decaying","D-Xylose",78,233,20,500
"Rotting.Decaying","L-Arabinose",39,484,59,249
"Rotting.Decaying","D-Arabinose",39,525,59,208
"Rotting.Decaying","D-Ribose",40,435,58,298
"Rotting.Decaying","Methanol",14,680,84,53
"Rotting.Decaying","Ethanol",91,124,7,609
"Rotting.Decaying","Glycerol",89,85,9,648
"Rotting.Decaying","Erythritol",28,541,70,192
"Rotting.Decaying","Ribitol",58,290,40,443
"Rotting.Decaying","Galactitol",12,645,86,88
"Rotting.Decaying","D-Mannitol",77,138,21,595
"Rotting.Decaying","D-Glucitol",72,146,26,587
"Rotting.Decaying","myo-Inositol",12,670,86,63
"Rotting.Decaying","DL-Lactate",52,404,46,329
"Rotting.Decaying","Succinate",90,131,8,602
"Rotting.Decaying","Citrate",68,288,30,445
"Rotting.Decaying","D-Gluconate",47,321,51,412
"Rotting.Decaying","D-Glucosamine",46,465,52,268
"Rotting.Decaying","Nitrate",14,603,84,130
"Rotting.Decaying","Vitamin-free",18,590,80,143
"Rotting.Decaying","2-Keto-D-gluconate",44,410,54,323
"Rotting.Decaying","Starch formation",8,634,90,99
"Rotting.Decaying","Growth at 19°C",97,10,1,723
"Rotting.Decaying","Growth at 25°C",97,8,1,725
"Rotting.Decaying","Growth at 30°C",90,91,8,642
"Rotting.Decaying","Growth at 37°C",51,439,47,294
"Spoiled","Glucose_F",12,219,5,595
"Spoiled","Galactose_F",2,557,15,257
"Spoiled","Sucrose_F",5,610,12,204
"Spoiled","Maltose_F",1,650,16,164
"Spoiled","Lactose_F",1,786,16,28
"Spoiled","Raffinose_F",3,685,14,129
"Spoiled","Trehalose_F",4,557,13,257
"Spoiled","Glucose",17,0,0,814
"Spoiled","Inulin",1,707,16,107
"Spoiled","Sucrose",9,320,8,494
"Spoiled","Raffinose",6,583,11,231
"Spoiled","Melibiose",4,715,13,99
"Spoiled","Galactose",11,284,6,530
"Spoiled","Lactose",4,718,13,96
"Spoiled","Trehalose",8,244,9,570
"Spoiled","Maltose",7,353,10,461
"Spoiled","Melezitose",6,437,11,377
"Spoiled","Methyl-?-D-glucoside",7,433,10,381
"Spoiled","Soluble Starch",4,622,13,192
"Spoiled","Cellobiose",9,299,8,515
"Spoiled","Salicin",9,306,8,508
"Spoiled","L-Sorbose",10,387,7,427
"Spoiled","L-Rhamnose",2,635,15,179
"Spoiled","D-Xylose",9,245,8,569
"Spoiled","L-Arabinose",7,533,10,281
"Spoiled","D-Arabinose",6,573,11,241
"Spoiled","D-Ribose",6,482,11,332
"Spoiled","Methanol",1,748,16,66
"Spoiled","Ethanol",15,129,2,685
"Spoiled","Glycerol",15,92,2,722
"Spoiled","Erythritol",5,599,12,215
"Spoiled","Ribitol",10,323,7,491
"Spoiled","Galactitol",5,719,12,95
"Spoiled","D-Mannitol",11,153,6,661
"Spoiled","D-Glucitol",11,166,6,648
"Spoiled","myo-Inositol",1,740,16,74
"Spoiled","DL-Lactate",10,443,7,371
"Spoiled","Succinate",13,135,4,679
"Spoiled","Citrate",8,309,9,505
"Spoiled","D-Gluconate",7,362,10,452
"Spoiled","D-Glucosamine",5,505,12,309
"Spoiled","Nitrate",2,672,15,142
"Spoiled","Vitamin-free",1,654,16,160
"Spoiled","2-Keto-D-gluconate",5,452,12,362
"Spoiled","Starch formation",0,707,17,107
"Spoiled","Growth at 19°C",17,11,0,803
"Spoiled","Growth at 25°C",17,9,0,805
"Spoiled","Growth at 30°C",15,97,2,717
"Spoiled","Growth at 37°C",12,481,5,333
"Contaminated","Glucose_F",2,224,0,605
"Contaminated","Galactose_F",2,572,0,257
"Contaminated","Sucrose_F",1,621,1,208
"Contaminated","Maltose_F",1,665,1,164
"Contaminated","Lactose_F",0,800,2,29
"Contaminated","Raffinose_F",0,697,2,132
"Contaminated","Trehalose_F",2,570,0,259
"Contaminated","Glucose",2,0,0,829
"Contaminated","Inulin",0,721,2,108
"Contaminated","Sucrose",1,327,1,502
"Contaminated","Raffinose",1,593,1,236
"Contaminated","Melibiose",0,726,2,103
"Contaminated","Galactose",2,290,0,539
"Contaminated","Lactose",0,729,2,100
"Contaminated","Trehalose",2,253,0,576
"Contaminated","Maltose",2,363,0,466
"Contaminated","Melezitose",1,447,1,382
"Contaminated","Methyl-?-D-glucoside",0,441,2,388
"Contaminated","Soluble Starch",2,635,0,194
"Contaminated","Cellobiose",2,307,0,522
"Contaminated","Salicin",2,314,0,515
"Contaminated","L-Sorbose",1,393,1,436
"Contaminated","L-Rhamnose",1,649,1,180
"Contaminated","D-Xylose",2,253,0,576
"Contaminated","L-Arabinose",1,542,1,287
"Contaminated","D-Arabinose",2,584,0,245
"Contaminated","D-Ribose",1,492,1,337
"Contaminated","Methanol",0,762,2,67
"Contaminated","Ethanol",2,131,0,698
"Contaminated","Glycerol",1,93,1,736
"Contaminated","Erythritol",0,609,2,220
"Contaminated","Ribitol",2,330,0,499
"Contaminated","Galactitol",1,730,1,99
"Contaminated","D-Mannitol",2,159,0,670
"Contaminated","D-Glucitol",2,172,0,657
"Contaminated","myo-Inositol",1,755,1,74
"Contaminated","DL-Lactate",2,450,0,379
"Contaminated","Succinate",2,139,0,690
"Contaminated","Citrate",1,317,1,512
"Contaminated","D-Gluconate",1,371,1,458
"Contaminated","D-Glucosamine",2,517,0,312
"Contaminated","Nitrate",0,685,2,144
"Contaminated","Vitamin-free",0,668,2,161
"Contaminated","2-Keto-D-gluconate",1,463,1,366
"Contaminated","Starch formation",0,722,2,107
"Contaminated","Growth at 19°C",2,11,0,818
"Contaminated","Growth at 25°C",2,9,0,820
"Contaminated","Growth at 30°C",2,99,0,730
"Contaminated","Growth at 37°C",0,484,2,345
"Plant.Pathogen","Glucose_F",19,214,10,588
"Plant.Pathogen","Galactose_F",12,555,17,247
"Plant.Pathogen","Sucrose_F",8,601,21,201
"Plant.Pathogen","Maltose_F",6,643,23,159
"Plant.Pathogen","Lactose_F",1,774,28,28
"Plant.Pathogen","Raffinose_F",7,677,22,125
"Plant.Pathogen","Trehalose_F",8,549,21,253
"Plant.Pathogen","Glucose",29,0,0,802
"Plant.Pathogen","Inulin",9,703,20,99
"Plant.Pathogen","Sucrose",20,319,9,483
"Plant.Pathogen","Raffinose",14,579,15,223
"Plant.Pathogen","Melibiose",1,700,28,102
"Plant.Pathogen","Galactose",15,276,14,526
"Plant.Pathogen","Lactose",1,703,28,99
"Plant.Pathogen","Trehalose",20,244,9,558
"Plant.Pathogen","Maltose",17,351,12,451
"Plant.Pathogen","Melezitose",13,432,16,370
"Plant.Pathogen","Methyl-?-D-glucoside",14,428,15,374
"Plant.Pathogen","Soluble Starch",8,614,21,188
"Plant.Pathogen","Cellobiose",19,297,10,505
"Plant.Pathogen","Salicin",17,302,12,500
"Plant.Pathogen","L-Sorbose",18,383,11,419
"Plant.Pathogen","L-Rhamnose",1,622,28,180
"Plant.Pathogen","D-Xylose",19,243,10,559
"Plant.Pathogen","L-Arabinose",7,521,22,281
"Plant.Pathogen","D-Arabinose",7,562,22,240
"Plant.Pathogen","D-Ribose",5,469,24,333
"Plant.Pathogen","Methanol",0,735,29,67
"Plant.Pathogen","Ethanol",20,122,9,680
"Plant.Pathogen","Glycerol",24,89,5,713
"Plant.Pathogen","Erythritol",2,584,27,218
"Plant.Pathogen","Ribitol",15,316,14,486
"Plant.Pathogen","Galactitol",3,705,26,97
"Plant.Pathogen","D-Mannitol",21,151,8,651
"Plant.Pathogen","D-Glucitol",20,163,9,639
"Plant.Pathogen","myo-Inositol",0,727,29,75
"Plant.Pathogen","DL-Lactate",16,437,13,365
"Plant.Pathogen","Succinate",24,134,5,668
"Plant.Pathogen","Citrate",15,304,14,498
"Plant.Pathogen","D-Gluconate",12,355,17,447
"Plant.Pathogen","D-Glucosamine",5,493,24,309
"Plant.Pathogen","Nitrate",6,664,23,138
"Plant.Pathogen","Vitamin-free",3,644,26,158
"Plant.Pathogen","2-Keto-D-gluconate",11,446,18,356
"Plant.Pathogen","Starch formation",6,701,23,101
"Plant.Pathogen","Growth at 19°C",29,11,0,791
"Plant.Pathogen","Growth at 25°C",26,6,3,796
"Plant.Pathogen","Growth at 30°C",21,91,8,711
"Plant.Pathogen","Growth at 37°C",11,468,18,334
"Animal","Glucose_F",78,198,26,529
"Animal","Galactose_F",33,501,71,226
"Animal","Sucrose_F",35,553,69,174
"Animal","Maltose_F",23,585,81,142
"Animal","Lactose_F",1,699,103,28
"Animal","Raffinose_F",25,620,79,107
"Animal","Trehalose_F",32,498,72,229
"Animal","Glucose",104,0,0,727
"Animal","Inulin",13,632,91,95
"Animal","Sucrose",59,283,45,444
"Animal","Raffinose",37,527,67,200
"Animal","Melibiose",15,639,89,88
"Animal","Galactose",68,254,36,473
"Animal","Lactose",16,643,88,84
"Animal","Trehalose",70,219,34,508
"Animal","Maltose",58,317,46,410
"Animal","Melezitose",52,396,52,331
"Animal","Methyl-?-D-glucoside",52,391,52,336
"Animal","Soluble Starch",34,565,70,162
"Animal","Cellobiose",62,265,42,462
"Animal","Salicin",63,273,41,454
"Animal","L-Sorbose",54,344,50,383
"Animal","L-Rhamnose",33,579,71,148
"Animal","D-Xylose",74,223,30,504
"Animal","L-Arabinose",46,485,58,242
"Animal","D-Arabinose",32,512,72,215
"Animal","D-Ribose",47,436,57,291
"Animal","Methanol",7,667,97,60
"Animal","Ethanol",92,119,12,608
"Animal","Glycerol",92,82,12,645
"Animal","Erythritol",35,542,69,185
"Animal","Ribitol",66,292,38,435
"Animal","Galactitol",19,646,85,81
"Animal","D-Mannitol",79,134,25,593
"Animal","D-Glucitol",82,150,22,577
"Animal","myo-Inositol",10,662,94,65
"Animal","DL-Lactate",56,402,48,325
"Animal","Succinate",92,127,12,600
"Animal","Citrate",73,287,31,440
"Animal","D-Gluconate",71,339,33,388
"Animal","D-Glucosamine",44,457,60,270
"Animal","Nitrate",16,599,88,128
"Animal","Vitamin-free",21,587,83,140
"Animal","2-Keto-D-gluconate",53,413,51,314
"Animal","Starch formation",7,627,97,100
"Animal","Growth at 19°C",97,4,7,723
"Animal","Growth at 25°C",102,7,2,720
"Animal","Growth at 30°C",98,93,6,634
"Animal","Growth at 37°C",72,454,32,273
"Insect","Glucose_F",175,182,42,432
"Insect","Galactose_F",88,443,129,171
"Insect","Sucrose_F",67,472,150,142
"Insect","Maltose_F",62,511,155,103
"Insect","Lactose_F",12,597,205,17
"Insect","Raffinose_F",41,523,176,91
"Insect","Trehalose_F",102,455,115,159
"Insect","Glucose",217,0,0,614
"Insect","Inulin",20,526,197,88
"Insect","Sucrose",153,264,64,350
"Insect","Raffinose",58,435,159,179
"Insect","Melibiose",26,537,191,77
"Insect","Galactose",165,238,52,376
"Insect","Lactose",22,536,195,78
"Insect","Trehalose",164,200,53,414
"Insect","Maltose",152,298,65,316
"Insect","Melezitose",130,361,87,253
"Insect","Methyl-?-D-glucoside",131,357,86,257
"Insect","Soluble Starch",45,463,172,151
"Insect","Cellobiose",155,245,62,369
"Insect","Salicin",158,255,59,359
"Insect","L-Sorbose",121,298,96,316
"Insect","L-Rhamnose",54,487,163,127
"Insect","D-Xylose",157,193,60,421
"Insect","L-Arabinose",78,404,139,210
"Insect","D-Arabinose",72,439,145,175
"Insect","D-Ribose",107,383,110,231
"Insect","Methanol",10,557,207,57
"Insect","Ethanol",183,97,34,517
"Insect","Glycerol",200,77,17,537
"Insect","Erythritol",64,458,153,156
"Insect","Ribitol",159,272,58,342
"Insect","Galactitol",22,536,195,78
"Insect","D-Mannitol",203,145,14,469
"Insect","D-Glucitol",201,156,16,458
"Insect","myo-Inositol",12,551,205,63
"Insect","DL-Lactate",84,317,133,297
"Insect","Succinate",187,109,30,505
"Insect","Citrate",152,253,65,361
"Insect","D-Gluconate",151,306,66,308
"Insect","D-Glucosamine",100,400,117,214
"Insect","Nitrate",20,490,197,124
"Insect","Vitamin-free",28,481,189,133
"Insect","2-Keto-D-gluconate",129,376,88,238
"Insect","Starch formation",11,518,206,96
"Insect","Growth at 19°C",215,9,2,605
"Insect","Growth at 25°C",216,8,1,606
"Insect","Growth at 30°C",206,88,11,526
"Insect","Growth at 37°C",81,350,136,264
"Tree","Glucose_F",128,152,72,479
"Tree","Galactose_F",52,424,148,207
"Tree","Sucrose_F",38,460,162,171
"Tree","Maltose_F",32,498,168,133
"Tree","Lactose_F",3,605,197,26
"Tree","Raffinose_F",24,523,176,108
"Tree","Trehalose_F",57,427,143,204
"Tree","Glucose",200,0,0,631
"Tree","Inulin",31,554,169,77
"Tree","Sucrose",124,252,76,379
"Tree","Raffinose",63,457,137,174
"Tree","Melibiose",25,553,175,78
"Tree","Galactose",102,192,98,439
"Tree","Lactose",27,558,173,73
"Tree","Trehalose",152,205,48,426
"Tree","Maltose",110,273,90,358
"Tree","Melezitose",91,339,109,292
"Tree","Methyl-?-D-glucoside",91,334,109,297
"Tree","Soluble Starch",61,496,139,135
"Tree","Cellobiose",148,255,52,376
"Tree","Salicin",145,259,55,372
"Tree","L-Sorbose",101,295,99,336
"Tree","L-Rhamnose",60,510,140,121
"Tree","D-Xylose",161,214,39,417
"Tree","L-Arabinose",81,424,119,207
"Tree","D-Arabinose",85,469,115,162
"Tree","D-Ribose",96,389,104,242
"Tree","Methanol",31,595,169,36
"Tree","Ethanol",178,109,22,522
"Tree","Glycerol",179,73,21,558
"Tree","Erythritol",65,476,135,155
"Tree","Ribitol",128,258,72,373
"Tree","Galactitol",18,549,182,82
"Tree","D-Mannitol",178,137,22,494
"Tree","D-Glucitol",172,144,28,487
"Tree","myo-Inositol",25,581,175,50
"Tree","DL-Lactate",94,344,106,287
"Tree","Succinate",179,118,21,513
"Tree","Citrate",126,244,74,387
"Tree","D-Gluconate",104,276,96,355
"Tree","D-Glucosamine",80,397,120,234
"Tree","Nitrate",64,551,136,80
"Tree","Vitamin-free",57,527,143,104
"Tree","2-Keto-D-gluconate",77,341,123,290
"Tree","Starch formation",38,562,162,69
"Tree","Growth at 19°C",198,9,2,622
"Tree","Growth at 25°C",198,7,2,624
"Tree","Growth at 30°C",157,56,43,575
"Tree","Growth at 37°C",76,362,124,269
"Stone.Chamber","Glucose_F",2,224,0,605
"Stone.Chamber","Galactose_F",2,572,0,257
"Stone.Chamber","Sucrose_F",0,620,2,209
"Stone.Chamber","Maltose_F",0,664,2,165
"Stone.Chamber","Lactose_F",0,800,2,29
"Stone.Chamber","Raffinose_F",0,697,2,132
"Stone.Chamber","Trehalose_F",1,569,1,260
"Stone.Chamber","Glucose",2,0,0,829
"Stone.Chamber","Inulin",1,722,1,107
"Stone.Chamber","Sucrose",2,328,0,501
"Stone.Chamber","Raffinose",0,592,2,237
"Stone.Chamber","Melibiose",0,726,2,103
"Stone.Chamber","Galactose",2,290,0,539
"Stone.Chamber","Lactose",1,730,1,99
"Stone.Chamber","Trehalose",2,253,0,576
"Stone.Chamber","Maltose",2,363,0,466
"Stone.Chamber","Melezitose",1,447,1,382
"Stone.Chamber","Methyl-?-D-glucoside",1,442,1,387
"Stone.Chamber","Soluble Starch",0,633,2,196
"Stone.Chamber","Cellobiose",2,307,0,522
"Stone.Chamber","Salicin",2,314,0,515
"Stone.Chamber","L-Sorbose",2,394,0,435
"Stone.Chamber","L-Rhamnose",1,649,1,180
"Stone.Chamber","D-Xylose",2,253,0,576
"Stone.Chamber","L-Arabinose",2,543,0,286
"Stone.Chamber","D-Arabinose",2,584,0,245
"Stone.Chamber","D-Ribose",2,493,0,336
"Stone.Chamber","Methanol",0,762,2,67
"Stone.Chamber","Ethanol",2,131,0,698
"Stone.Chamber","Glycerol",2,94,0,735
"Stone.Chamber","Erythritol",2,611,0,218
"Stone.Chamber","Ribitol",2,330,0,499
"Stone.Chamber","Galactitol",0,729,2,100
"Stone.Chamber","D-Mannitol",2,159,0,670
"Stone.Chamber","D-Glucitol",2,172,0,657
"Stone.Chamber","myo-Inositol",0,754,2,75
"Stone.Chamber","DL-Lactate",1,449,1,380
"Stone.Chamber","Succinate",2,139,0,690
"Stone.Chamber","Citrate",2,318,0,511
"Stone.Chamber","D-Gluconate",2,372,0,457
"Stone.Chamber","D-Glucosamine",2,517,0,312
"Stone.Chamber","Nitrate",0,685,2,144
"Stone.Chamber","Vitamin-free",0,668,2,161
"Stone.Chamber","2-Keto-D-gluconate",2,464,0,365
"Stone.Chamber","Starch formation",0,722,2,107
"Stone.Chamber","Growth at 19°C",2,11,0,818
"Stone.Chamber","Growth at 25°C",2,9,0,820
"Stone.Chamber","Growth at 30°C",2,99,0,730
"Stone.Chamber","Growth at 37°C",1,485,1,344
"Lichen","Glucose_F",2,221,3,605
"Lichen","Galactose_F",1,568,4,258
"Lichen","Sucrose_F",0,617,5,209
"Lichen","Maltose_F",0,661,5,165
"Lichen","Lactose_F",0,797,5,29
"Lichen","Raffinose_F",0,694,5,132
"Lichen","Trehalose_F",1,566,4,260
"Lichen","Glucose",5,0,0,826
"Lichen","Inulin",0,718,5,108
"Lichen","Sucrose",2,325,3,501
"Lichen","Raffinose",0,589,5,237
"Lichen","Melibiose",1,724,4,102
"Lichen","Galactose",4,289,1,537
"Lichen","Lactose",2,728,3,98
"Lichen","Trehalose",4,252,1,574
"Lichen","Maltose",3,361,2,465
"Lichen","Melezitose",3,446,2,380
"Lichen","Methyl-?-D-glucoside",3,441,2,385
"Lichen","Soluble Starch",2,632,3,194
"Lichen","Cellobiose",3,305,2,521
"Lichen","Salicin",2,311,3,515
