"Isolation","Trait","Both_P","Both_N","Diff_PN","Diff_NP"
"Ant","Growth at 25°C",4,9,0,818
"Ant","Growth at 30°C",4,99,0,728
"Ant","Growth at 37°C",3,485,1,342
"Fruit.fly","Glucose_F",42,212,12,565
"Fruit.fly","Galactose_F",19,537,35,240
"Fruit.fly","Sucrose_F",20,588,34,189
"Fruit.fly","Maltose_F",13,625,41,152
"Fruit.fly","Lactose_F",4,752,50,25
"Fruit.fly","Raffinose_F",17,662,37,115
"Fruit.fly","Trehalose_F",20,536,34,241
"Fruit.fly","Glucose",54,0,0,777
"Fruit.fly","Inulin",9,678,45,99
"Fruit.fly","Sucrose",36,310,18,467
"Fruit.fly","Raffinose",18,558,36,219
"Fruit.fly","Melibiose",6,680,48,97
"Fruit.fly","Galactose",37,273,17,504
"Fruit.fly","Lactose",4,681,50,96
"Fruit.fly","Trehalose",33,232,21,545
"Fruit.fly","Maltose",32,341,22,436
"Fruit.fly","Melezitose",29,423,25,354
"Fruit.fly","Methyl-?-D-glucoside",25,414,29,363
"Fruit.fly","Soluble Starch",4,585,50,192
"Fruit.fly","Cellobiose",33,286,21,491
"Fruit.fly","Salicin",32,292,22,485
"Fruit.fly","L-Sorbose",37,377,17,400
"Fruit.fly","L-Rhamnose",5,601,49,176
"Fruit.fly","D-Xylose",34,233,20,544
"Fruit.fly","L-Arabinose",10,499,44,278
"Fruit.fly","D-Arabinose",7,537,47,240
"Fruit.fly","D-Ribose",8,447,46,330
"Fruit.fly","Methanol",1,711,53,66
"Fruit.fly","Ethanol",47,124,7,653
"Fruit.fly","Glycerol",45,85,9,692
"Fruit.fly","Erythritol",0,557,54,220
"Fruit.fly","Ribitol",31,307,23,470
"Fruit.fly","Galactitol",3,680,51,97
"Fruit.fly","D-Mannitol",46,151,8,626
"Fruit.fly","D-Glucitol",44,162,10,615
"Fruit.fly","myo-Inositol",3,705,51,72
"Fruit.fly","DL-Lactate",27,423,27,354
"Fruit.fly","Succinate",41,126,13,651
"Fruit.fly","Citrate",21,285,33,492
"Fruit.fly","D-Gluconate",29,347,25,430
"Fruit.fly","D-Glucosamine",15,478,39,299
"Fruit.fly","Nitrate",3,636,51,141
"Fruit.fly","Vitamin-free",4,620,50,157
"Fruit.fly","2-Keto-D-gluconate",27,437,27,340
"Fruit.fly","Starch formation",2,672,52,105
"Fruit.fly","Growth at 19°C",54,11,0,766
"Fruit.fly","Growth at 25°C",54,9,0,768
"Fruit.fly","Growth at 30°C",52,97,2,680
"Fruit.fly","Growth at 37°C",29,461,25,316
"Bee","Glucose_F",24,221,3,583
"Bee","Galactose_F",7,552,20,252
"Bee","Sucrose_F",12,607,15,197
"Bee","Maltose_F",11,650,16,154
"Bee","Lactose_F",6,781,21,23
"Bee","Raffinose_F",10,682,17,122
"Bee","Trehalose_F",8,551,19,253
"Bee","Glucose",27,0,0,804
"Bee","Inulin",1,697,26,107
"Bee","Sucrose",15,316,12,488
"Bee","Raffinose",11,578,16,226
"Bee","Melibiose",2,703,25,101
"Bee","Galactose",23,286,4,518
"Bee","Lactose",1,705,26,99
"Bee","Trehalose",9,235,18,569
"Bee","Maltose",13,349,14,455
"Bee","Melezitose",9,430,18,374
"Bee","Methyl-?-D-glucoside",10,426,17,378
"Bee","Soluble Starch",4,612,23,192
"Bee","Cellobiose",11,291,16,513
"Bee","Salicin",13,300,14,504
"Bee","L-Sorbose",21,388,6,416
"Bee","L-Rhamnose",2,625,25,179
"Bee","D-Xylose",8,234,19,570
"Bee","L-Arabinose",3,519,24,285
"Bee","D-Arabinose",2,559,25,245
"Bee","D-Ribose",13,479,14,325
"Bee","Methanol",0,737,27,67
"Bee","Ethanol",17,121,10,683
"Bee","Glycerol",25,92,2,712
"Bee","Erythritol",4,588,23,216
"Bee","Ribitol",11,314,16,490
"Bee","Galactitol",1,705,26,99
"Bee","D-Mannitol",26,158,1,646
"Bee","D-Glucitol",25,170,2,634
"Bee","myo-Inositol",1,730,26,74
"Bee","DL-Lactate",4,427,23,377
"Bee","Succinate",20,132,7,672
"Bee","Citrate",17,308,10,496
"Bee","D-Gluconate",19,364,8,440
"Bee","D-Glucosamine",6,496,21,308
"Bee","Nitrate",8,668,19,136
"Bee","Vitamin-free",3,646,24,158
"Bee","2-Keto-D-gluconate",15,452,12,352
"Bee","Starch formation",1,698,26,106
"Bee","Growth at 19°C",27,11,0,793
"Bee","Growth at 25°C",27,9,0,795
"Bee","Growth at 30°C",26,98,1,706
"Bee","Growth at 37°C",15,474,12,330
"Water","Glucose_F",4,224,0,603
"Water","Galactose_F",2,570,2,257
"Water","Sucrose_F",2,620,2,207
"Water","Maltose_F",2,664,2,163
"Water","Lactose_F",0,798,4,29
"Water","Raffinose_F",0,695,4,132
"Water","Trehalose_F",2,568,2,259
"Water","Glucose",4,0,0,827
"Water","Inulin",0,719,4,108
"Water","Sucrose",2,326,2,501
"Water","Raffinose",0,590,4,237
"Water","Melibiose",0,724,4,103
"Water","Galactose",2,288,2,539
"Water","Lactose",1,728,3,99
"Water","Trehalose",3,252,1,575
"Water","Maltose",3,362,1,465
"Water","Melezitose",3,447,1,380
"Water","Methyl-?-D-glucoside",3,442,1,385
"Water","Soluble Starch",2,633,2,194
"Water","Cellobiose",3,306,1,521
"Water","Salicin",3,313,1,514
"Water","L-Sorbose",2,392,2,435
"Water","L-Rhamnose",1,647,3,180
"Water","D-Xylose",3,252,1,575
"Water","L-Arabinose",1,540,3,287
"Water","D-Arabinose",1,581,3,246
"Water","D-Ribose",2,491,2,336
"Water","Methanol",1,761,3,66
"Water","Ethanol",4,131,0,696
"Water","Glycerol",4,94,0,733
"Water","Erythritol",1,608,3,219
"Water","Ribitol",2,328,2,499
"Water","Galactitol",0,727,4,100
"Water","D-Mannitol",4,159,0,668
"Water","D-Glucitol",4,172,0,655
"Water","myo-Inositol",0,752,4,75
"Water","DL-Lactate",3,449,1,378
"Water","Succinate",4,139,0,688
"Water","Citrate",2,316,2,511
"Water","D-Gluconate",3,371,1,456
"Water","D-Glucosamine",2,515,2,312
"Water","Nitrate",2,685,2,142
"Water","Vitamin-free",2,668,2,159
"Water","2-Keto-D-gluconate",3,463,1,364
"Water","Starch formation",0,720,4,107
"Water","Growth at 19°C",4,11,0,816
"Water","Growth at 25°C",4,9,0,818
"Water","Growth at 30°C",4,99,0,728
"Water","Growth at 37°C",2,484,2,343
"Tree.exudate","Glucose_F",43,216,8,564
"Tree.exudate","Galactose_F",16,537,35,243
"Tree.exudate","Sucrose_F",19,590,32,190
"Tree.exudate","Maltose_F",10,625,41,155
"Tree.exudate","Lactose_F",1,752,50,28
"Tree.exudate","Raffinose_F",10,658,41,122
"Tree.exudate","Trehalose_F",13,532,38,248
"Tree.exudate","Glucose",51,0,0,780
"Tree.exudate","Inulin",6,678,45,102
"Tree.exudate","Sucrose",32,309,19,471
"Tree.exudate","Raffinose",14,557,37,223
"Tree.exudate","Melibiose",5,682,46,98
"Tree.exudate","Galactose",24,263,27,517
"Tree.exudate","Lactose",3,683,48,97
"Tree.exudate","Trehalose",34,236,17,544
"Tree.exudate","Maltose",26,338,25,442
"Tree.exudate","Melezitose",24,421,27,359
"Tree.exudate","Methyl-?-D-glucoside",26,418,25,362
"Tree.exudate","Soluble Starch",7,591,44,189
"Tree.exudate","Cellobiose",32,288,19,492
"Tree.exudate","Salicin",32,295,19,485
"Tree.exudate","L-Sorbose",29,372,22,408
"Tree.exudate","L-Rhamnose",16,615,35,165
"Tree.exudate","D-Xylose",35,237,16,543
"Tree.exudate","L-Arabinose",15,507,36,273
"Tree.exudate","D-Arabinose",14,547,37,233
"Tree.exudate","D-Ribose",21,463,30,317
"Tree.exudate","Methanol",10,723,41,57
"Tree.exudate","Ethanol",48,128,3,652
"Tree.exudate","Glycerol",44,87,7,693
"Tree.exudate","Erythritol",15,575,36,205
"Tree.exudate","Ribitol",30,309,21,471
"Tree.exudate","Galactitol",4,684,47,96
"Tree.exudate","D-Mannitol",43,151,8,629
"Tree.exudate","D-Glucitol",44,165,7,615
"Tree.exudate","myo-Inositol",1,706,50,74
"Tree.exudate","DL-Lactate",34,433,17,347
"Tree.exudate","Succinate",44,132,7,648
"Tree.exudate","Citrate",27,294,24,486
"Tree.exudate","D-Gluconate",23,344,28,436
"Tree.exudate","D-Glucosamine",19,485,32,295
"Tree.exudate","Nitrate",7,643,44,137
"Tree.exudate","Vitamin-free",6,625,45,155
"Tree.exudate","2-Keto-D-gluconate",20,433,31,347
"Tree.exudate","Starch formation",2,675,49,105
"Tree.exudate","Growth at 19°C",51,11,0,769
"Tree.exudate","Growth at 25°C",51,9,0,771
"Tree.exudate","Growth at 30°C",48,96,3,684
"Tree.exudate","Growth at 37°C",27,462,24,318
"Tree.flux","Glucose_F",41,212,12,566
"Tree.flux","Galactose_F",16,535,37,243
"Tree.flux","Sucrose_F",14,583,39,195
"Tree.flux","Maltose_F",8,621,45,157
"Tree.flux","Lactose_F",1,750,52,28
"Tree.flux","Raffinose_F",10,656,43,122
"Tree.flux","Trehalose_F",12,529,41,249
"Tree.flux","Glucose",53,0,0,778
"Tree.flux","Inulin",9,679,44,99
"Tree.flux","Sucrose",32,307,21,471
"Tree.flux","Raffinose",13,554,40,224
"Tree.flux","Melibiose",7,682,46,96
"Tree.flux","Galactose",28,265,25,513
"Tree.flux","Lactose",4,682,49,96
"Tree.flux","Trehalose",33,233,20,545
"Tree.flux","Maltose",30,340,23,438
"Tree.flux","Melezitose",26,421,27,357
"Tree.flux","Methyl-?-D-glucoside",24,414,29,364
"Tree.flux","Soluble Starch",8,590,45,188
"Tree.flux","Cellobiose",29,283,24,495
"Tree.flux","Salicin",29,290,24,488
"Tree.flux","L-Sorbose",35,376,18,402
"Tree.flux","L-Rhamnose",18,615,35,163
"Tree.flux","D-Xylose",37,237,16,541
"Tree.flux","L-Arabinose",12,502,41,276
"Tree.flux","D-Arabinose",15,546,38,232
"Tree.flux","D-Ribose",22,462,31,316
"Tree.flux","Methanol",7,718,46,60
"Tree.flux","Ethanol",51,129,2,649
"Tree.flux","Glycerol",49,90,4,688
"Tree.flux","Erythritol",8,566,45,212
"Tree.flux","Ribitol",30,307,23,471
"Tree.flux","Galactitol",5,683,48,95
"Tree.flux","D-Mannitol",43,149,10,629
"Tree.flux","D-Glucitol",45,164,8,614
"Tree.flux","myo-Inositol",3,706,50,72
"Tree.flux","DL-Lactate",37,434,16,344
"Tree.flux","Succinate",50,136,3,642
"Tree.flux","Citrate",28,293,25,485
"Tree.flux","D-Gluconate",25,344,28,434
"Tree.flux","D-Glucosamine",16,480,37,298
"Tree.flux","Nitrate",7,641,46,137
"Tree.flux","Vitamin-free",10,627,43,151
"Tree.flux","2-Keto-D-gluconate",25,436,28,342
"Tree.flux","Starch formation",4,675,49,103
"Tree.flux","Growth at 19°C",53,11,0,767
"Tree.flux","Growth at 25°C",53,9,0,769
"Tree.flux","Growth at 30°C",49,95,4,683
"Tree.flux","Growth at 37°C",19,452,34,326
"Honey","Glucose_F",5,224,0,602
"Honey","Galactose_F",1,568,4,258
"Honey","Sucrose_F",2,619,3,207
"Honey","Maltose_F",3,664,2,162
"Honey","Lactose_F",0,797,5,29
"Honey","Raffinose_F",2,696,3,130
"Honey","Trehalose_F",0,565,5,261
"Honey","Glucose",5,0,0,826
"Honey","Inulin",0,718,5,108
"Honey","Sucrose",4,327,1,499
"Honey","Raffinose",3,592,2,234
"Honey","Melibiose",1,724,4,102
"Honey","Galactose",3,288,2,538
"Honey","Lactose",1,727,4,99
"Honey","Trehalose",2,250,3,576
"Honey","Maltose",4,362,1,464
"Honey","Melezitose",2,445,3,381
"Honey","Methyl-?-D-glucoside",2,440,3,386
"Honey","Soluble Starch",1,631,4,195
"Honey","Cellobiose",1,303,4,523
"Honey","Salicin",1,310,4,516
"Honey","L-Sorbose",3,392,2,434
"Honey","L-Rhamnose",1,646,4,180
"Honey","D-Xylose",1,249,4,577
"Honey","L-Arabinose",1,539,4,287
"Honey","D-Arabinose",1,580,4,246
"Honey","D-Ribose",2,490,3,336
"Honey","Methanol",0,759,5,67
"Honey","Ethanol",2,128,3,698
"Honey","Glycerol",5,94,0,732
"Honey","Erythritol",1,607,4,219
"Honey","Ribitol",1,326,4,500
"Honey","Galactitol",1,727,4,99
"Honey","D-Mannitol",4,158,1,668
"Honey","D-Glucitol",4,171,1,655
"Honey","myo-Inositol",1,752,4,74
"Honey","DL-Lactate",1,446,4,380
"Honey","Succinate",2,136,3,690
"Honey","Citrate",2,315,3,511
"Honey","D-Gluconate",3,370,2,456
"Honey","D-Glucosamine",1,513,4,313
"Honey","Nitrate",1,683,4,143
"Honey","Vitamin-free",1,666,4,160
"Honey","2-Keto-D-gluconate",4,463,1,363
"Honey","Starch formation",1,720,4,106
"Honey","Growth at 19°C",5,11,0,815
"Honey","Growth at 25°C",5,9,0,817
"Honey","Growth at 30°C",5,99,0,727
"Honey","Growth at 37°C",2,483,3,343
"Nematode","Glucose_F",0,219,5,607
"Nematode","Galactose_F",0,567,5,259
"Nematode","Sucrose_F",0,617,5,209
"Nematode","Maltose_F",0,661,5,165
"Nematode","Lactose_F",0,797,5,29
"Nematode","Raffinose_F",0,694,5,132
"Nematode","Trehalose_F",0,565,5,261
"Nematode","Glucose",5,0,0,826
"Nematode","Inulin",0,718,5,108
"Nematode","Sucrose",1,324,4,502
"Nematode","Raffinose",0,589,5,237
"Nematode","Melibiose",0,723,5,103
"Nematode","Galactose",0,285,5,541
"Nematode","Lactose",0,726,5,100
"Nematode","Trehalose",4,252,1,574
"Nematode","Maltose",0,358,5,468
"Nematode","Melezitose",0,443,5,383
"Nematode","Methyl-?-D-glucoside",0,438,5,388
"Nematode","Soluble Starch",1,631,4,195
"Nematode","Cellobiose",0,302,5,524
"Nematode","Salicin",0,309,5,517
"Nematode","L-Sorbose",5,394,0,432
"Nematode","L-Rhamnose",0,645,5,181
"Nematode","D-Xylose",1,249,4,577
"Nematode","L-Arabinose",0,538,5,288
"Nematode","D-Arabinose",0,579,5,247
"Nematode","D-Ribose",0,488,5,338
"Nematode","Methanol",0,759,5,67
"Nematode","Ethanol",5,131,0,695
"Nematode","Glycerol",5,94,0,732
"Nematode","Erythritol",0,606,5,220
"Nematode","Ribitol",0,325,5,501
"Nematode","Galactitol",0,726,5,100
"Nematode","D-Mannitol",4,158,1,668
"Nematode","D-Glucitol",4,171,1,655
"Nematode","myo-Inositol",0,751,5,75
"Nematode","DL-Lactate",4,449,1,377
"Nematode","Succinate",5,139,0,687
"Nematode","Citrate",0,313,5,513
"Nematode","D-Gluconate",0,367,5,459
"Nematode","D-Glucosamine",0,512,5,314
"Nematode","Nitrate",0,682,5,144
"Nematode","Vitamin-free",1,666,4,160
"Nematode","2-Keto-D-gluconate",4,463,1,363
"Nematode","Starch formation",2,721,3,105
"Nematode","Growth at 19°C",5,11,0,815
"Nematode","Growth at 25°C",5,9,0,817
"Nematode","Growth at 30°C",4,98,1,728
"Nematode","Growth at 37°C",2,483,3,343
"Mushroom.Fungus","Glucose_F",49,218,6,558
"Mushroom.Fungus","Galactose_F",31,548,24,228
"Mushroom.Fungus","Sucrose_F",7,574,48,202
"Mushroom.Fungus","Maltose_F",12,623,43,153
"Mushroom.Fungus","Lactose_F",1,748,54,28
"Mushroom.Fungus","Raffinose_F",6,650,49,126
"Mushroom.Fungus","Trehalose_F",34,549,21,227
"Mushroom.Fungus","Glucose",55,0,0,776
"Mushroom.Fungus","Inulin",5,673,50,103
"Mushroom.Fungus","Sucrose",37,310,18,466
"Mushroom.Fungus","Raffinose",9,548,46,228
"Mushroom.Fungus","Melibiose",6,679,49,97
"Mushroom.Fungus","Galactose",42,277,13,499
"Mushroom.Fungus","Lactose",9,685,46,91
"Mushroom.Fungus","Trehalose",48,246,7,530
"Mushroom.Fungus","Maltose",39,347,16,429
"Mushroom.Fungus","Melezitose",30,423,25,353
"Mushroom.Fungus","Methyl-?-D-glucoside",38,426,17,350
"Mushroom.Fungus","Soluble Starch",15,595,40,181
"Mushroom.Fungus","Cellobiose",45,297,10,479
"Mushroom.Fungus","Salicin",41,300,14,476
"Mushroom.Fungus","L-Sorbose",23,362,32,414
"Mushroom.Fungus","L-Rhamnose",10,605,45,171
"Mushroom.Fungus","D-Xylose",45,243,10,533
"Mushroom.Fungus","L-Arabinose",14,502,41,274
"Mushroom.Fungus","D-Arabinose",22,551,33,225
"Mushroom.Fungus","D-Ribose",28,466,27,310
"Mushroom.Fungus","Methanol",4,713,51,63
"Mushroom.Fungus","Ethanol",47,123,8,653
"Mushroom.Fungus","Glycerol",55,94,0,682
"Mushroom.Fungus","Erythritol",18,574,37,202
"Mushroom.Fungus","Ribitol",46,321,9,455
"Mushroom.Fungus","Galactitol",7,683,48,93
"Mushroom.Fungus","D-Mannitol",52,156,3,620
"Mushroom.Fungus","D-Glucitol",52,169,3,607
"Mushroom.Fungus","myo-Inositol",4,705,51,71
"Mushroom.Fungus","DL-Lactate",18,413,37,363
"Mushroom.Fungus","Succinate",52,136,3,640
"Mushroom.Fungus","Citrate",49,312,6,464
"Mushroom.Fungus","D-Gluconate",38,355,17,421
"Mushroom.Fungus","D-Glucosamine",34,496,21,280
"Mushroom.Fungus","Nitrate",4,636,51,140
"Mushroom.Fungus","Vitamin-free",7,622,48,154
"Mushroom.Fungus","2-Keto-D-gluconate",41,450,14,326
"Mushroom.Fungus","Starch formation",2,671,53,105
"Mushroom.Fungus","Growth at 19°C",55,11,0,765
"Mushroom.Fungus","Growth at 25°C",55,9,0,767
"Mushroom.Fungus","Growth at 30°C",52,96,3,680
"Mushroom.Fungus","Growth at 37°C",7,438,48,338
"Soil","Glucose_F",119,176,48,488
"Soil","Galactose_F",62,467,105,197
"Soil","Sucrose_F",51,506,116,158
"Soil","Maltose_F",34,533,133,131
"Soil","Lactose_F",2,637,165,27
"Soil","Raffinose_F",36,568,131,96
"Soil","Trehalose_F",42,445,125,219
"Soil","Glucose",167,0,0,664
"Soil","Inulin",44,600,123,64
"Soil","Sucrose",105,266,62,398
"Soil","Raffinose",67,494,100,170
"Soil","Melibiose",43,604,124,60
"Soil","Galactose",122,245,45,419
"Soil","Lactose",38,602,129,62
"Soil","Trehalose",120,206,47,458
"Soil","Maltose",93,289,74,375
"Soil","Melezitose",82,363,85,301
"Soil","Methyl-?-D-glucoside",90,366,77,298
"Soil","Soluble Starch",48,516,119,148
"Soil","Cellobiose",103,243,64,421
"Soil","Salicin",104,251,63,413
"Soil","L-Sorbose",100,327,67,337
"Soil","L-Rhamnose",43,526,124,138
"Soil","D-Xylose",109,195,58,469
"Soil","L-Arabinose",67,443,100,221
"Soil","D-Arabinose",46,463,121,201
"Soil","D-Ribose",65,391,102,273
"Soil","Methanol",17,614,150,50
"Soil","Ethanol",140,104,27,560
"Soil","Glycerol",138,65,29,599
"Soil","Erythritol",50,494,117,170
"Soil","Ribitol",86,249,81,415
"Soil","Galactitol",40,604,127,60
"Soil","D-Mannitol",122,114,45,550
"Soil","D-Glucitol",120,125,47,539
"Soil","myo-Inositol",21,610,146,54
"Soil","DL-Lactate",81,364,86,300
"Soil","Succinate",123,95,44,569
"Soil","Citrate",97,248,70,416
"Soil","D-Gluconate",100,305,67,359
"Soil","D-Glucosamine",49,399,118,265
"Soil","Nitrate",27,547,140,117
"Soil","Vitamin-free",51,554,116,110
"Soil","2-Keto-D-gluconate",73,370,94,294
"Soil","Starch formation",26,583,141,81
"Soil","Growth at 19°C",164,8,3,656
"Soil","Growth at 25°C",165,7,2,657
"Soil","Growth at 30°C",158,90,9,574
"Soil","Growth at 37°C",78,397,89,267
"Insect.Frass","Glucose_F",62,207,17,545
"Insect.Frass","Galactose_F",29,522,50,230
"Insect.Frass","Sucrose_F",22,565,57,187
"Insect.Frass","Maltose_F",18,605,61,147
"Insect.Frass","Lactose_F",1,724,78,28
"Insect.Frass","Raffinose_F",11,631,68,121
"Insect.Frass","Trehalose_F",35,526,44,226
"Insect.Frass","Glucose",79,0,0,752
"Insect.Frass","Inulin",8,652,71,100
"Insect.Frass","Sucrose",51,300,28,452
"Insect.Frass","Raffinose",26,541,53,211
"Insect.Frass","Melibiose",14,663,65,89
"Insect.Frass","Galactose",48,259,31,493
"Insect.Frass","Lactose",17,669,62,83
"Insect.Frass","Trehalose",68,242,11,510
"Insect.Frass","Maltose",54,338,25,414
"Insect.Frass","Melezitose",49,418,30,334
"Insect.Frass","Methyl-?-D-glucoside",53,417,26,335
"Insect.Frass","Soluble Starch",24,580,55,172
"Insect.Frass","Cellobiose",65,293,14,459
"Insect.Frass","Salicin",66,301,13,451
"Insect.Frass","L-Sorbose",42,357,37,395
"Insect.Frass","L-Rhamnose",41,612,38,140
"Insect.Frass","D-Xylose",75,249,4,503
"Insect.Frass","L-Arabinose",51,515,28,237
"Insect.Frass","D-Arabinose",42,547,37,205
"Insect.Frass","D-Ribose",48,462,31,290
"Insect.Frass","Methanol",10,695,69,57
"Insect.Frass","Ethanol",78,130,1,622
"Insect.Frass","Glycerol",75,90,4,662
"Insect.Frass","Erythritol",37,569,42,183
"Insect.Frass","Ribitol",57,308,22,444
"Insect.Frass","Galactitol",14,666,65,86
"Insect.Frass","D-Mannitol",72,152,7,600
"Insect.Frass","D-Glucitol",74,167,5,585
"Insect.Frass","myo-Inositol",9,686,70,66
"Insect.Frass","DL-Lactate",36,407,43,345
"Insect.Frass","Succinate",76,136,3,616
"Insect.Frass","Citrate",57,296,22,456
"Insect.Frass","D-Gluconate",65,358,14,394
"Insect.Frass","D-Glucosamine",41,479,38,273
"Insect.Frass","Nitrate",21,629,58,123
"Insect.Frass","Vitamin-free",16,607,63,145
"Insect.Frass","2-Keto-D-gluconate",43,428,36,324
"Insect.Frass","Starch formation",5,650,74,102
"Insect.Frass","Growth at 19°C",79,11,0,741
"Insect.Frass","Growth at 25°C",79,9,0,743
"Insect.Frass","Growth at 30°C",79,99,0,653
"Insect.Frass","Growth at 37°C",48,455,31,297
"Unknown","Glucose_F",3,224,0,604
"Unknown","Galactose_F",2,571,1,257
"Unknown","Sucrose_F",1,620,2,208
"Unknown","Maltose_F",1,664,2,164
"Unknown","Lactose_F",0,799,3,29
"Unknown","Raffinose_F",1,697,2,131
"Unknown","Trehalose_F",2,569,1,259
"Unknown","Glucose",3,0,0,828
"Unknown","Inulin",1,721,2,107
"Unknown","Sucrose",1,326,2,502
"Unknown","Raffinose",2,593,1,235
"Unknown","Melibiose",2,727,1,101
"Unknown","Galactose",3,290,0,538
"Unknown","Lactose",0,728,3,100
"Unknown","Trehalose",1,251,2,577
"Unknown","Maltose",1,361,2,467
"Unknown","Melezitose",1,446,2,382
"Unknown","Methyl-?-D-glucoside",2,442,1,386
"Unknown","Soluble Starch",1,633,2,195
"Unknown","Cellobiose",2,306,1,522
"Unknown","Salicin",2,313,1,515
"Unknown","L-Sorbose",2,393,1,435
"Unknown","L-Rhamnose",0,647,3,181
"Unknown","D-Xylose",2,252,1,576
"Unknown","L-Arabinose",2,542,1,286
"Unknown","D-Arabinose",2,583,1,245
"Unknown","D-Ribose",2,492,1,336
"Unknown","Methanol",0,761,3,67
"Unknown","Ethanol",2,130,1,698
"Unknown","Glycerol",2,93,1,735
"Unknown","Erythritol",2,610,1,218
"Unknown","Ribitol",2,329,1,499
"Unknown","Galactitol",2,730,1,98
"Unknown","D-Mannitol",2,158,1,670
"Unknown","D-Glucitol",2,171,1,657
"Unknown","myo-Inositol",2,755,1,73
"Unknown","DL-Lactate",2,449,1,379
"Unknown","Succinate",2,138,1,690
"Unknown","Citrate",1,316,2,512
"Unknown","D-Gluconate",2,371,1,457
"Unknown","D-Glucosamine",2,516,1,312
"Unknown","Nitrate",1,685,2,143
