"Isolation","Trait","Observed_PP","Percent_PP"
"Unknown","Growth at 30°C",731,0.975
"Unknown","Growth at 37°C",346,0.97
"Air","Glucose_F",602,0.833
"Air","Galactose_F",258,0.701
"Air","Sucrose_F",210,0.718
"Air","Maltose_F",164,0.543
"Air","Lactose_F",38,1
"Air","Raffinose_F",137,0.84
"Air","Trehalose_F",260,0.667
"Air","Glucose",822,1
"Air","Inulin",109,0.508
"Air","Sucrose",498,0.786
"Air","Raffinose",240,0.835
"Air","Melibiose",108,0.832
"Air","Galactose",534,0.685
"Air","Lactose",105,0.733
"Air","Trehalose",569,0.652
"Air","Maltose",459,0.549
"Air","Melezitose",382,0.779
"Air","Methyl-?-D-glucoside",381,0.536
"Air","Soluble Starch",197,0.591
"Air","Cellobiose",517,0.684
"Air","Salicin",514,0.869
"Air","L-Sorbose",432,0.66
"Air","L-Rhamnose",188,0.969
"Air","D-Xylose",571,0.766
"Air","L-Arabinose",285,0.586
"Air","D-Arabinose",250,0.852
"Air","D-Ribose",337,0.735
"Air","Methanol",74,0.81
"Air","Ethanol",693,0.899
"Air","Glycerol",728,0.862
"Air","Erythritol",217,0.478
"Air","Ribitol",494,0.672
"Air","Galactitol",103,0.605
"Air","D-Mannitol",663,0.802
"Air","D-Glucitol",650,0.801
"Air","myo-Inositol",82,0.822
"Air","DL-Lactate",382,0.845
"Air","Succinate",683,0.788
"Air","Citrate",510,0.852
"Air","D-Gluconate",458,0.886
"Air","D-Glucosamine",309,0.526
"Air","Nitrate",153,1
"Air","Vitamin-free",164,0.726
"Air","2-Keto-D-gluconate",366,0.793
"Air","Starch formation",114,0.869
"Air","Growth at 19°C",811,0.985
"Air","Growth at 25°C",813,0.984
"Air","Growth at 30°C",725,0.905
"Air","Growth at 37°C",346,0.857
"Leather.Tanning","Glucose_F",593,0.359
"Leather.Tanning","Galactose_F",265,0.619
"Leather.Tanning","Sucrose_F",217,0.806
"Leather.Tanning","Maltose_F",179,0.952
"Leather.Tanning","Lactose_F",47,1
"Leather.Tanning","Raffinose_F",144,0.877
"Leather.Tanning","Trehalose_F",269,0.793
"Leather.Tanning","Glucose",813,1
"Leather.Tanning","Inulin",124,0.984
"Leather.Tanning","Sucrose",505,0.894
"Leather.Tanning","Raffinose",245,0.826
"Leather.Tanning","Melibiose",113,0.679
"Leather.Tanning","Galactose",539,0.8
"Leather.Tanning","Lactose",110,0.63
"Leather.Tanning","Trehalose",576,0.862
"Leather.Tanning","Maltose",468,0.809
"Leather.Tanning","Melezitose",383,0.681
"Leather.Tanning","Methyl-?-D-glucoside",388,0.662
"Leather.Tanning","Soluble Starch",204,0.709
"Leather.Tanning","Cellobiose",520,0.731
"Leather.Tanning","Salicin",511,0.644
"Leather.Tanning","L-Sorbose",443,0.903
"Leather.Tanning","L-Rhamnose",183,0.387
"Leather.Tanning","D-Xylose",566,0.471
"Leather.Tanning","L-Arabinose",284,0.34
"Leather.Tanning","D-Arabinose",255,0.769
"Leather.Tanning","D-Ribose",338,0.548
"Leather.Tanning","Methanol",79,0.588
"Leather.Tanning","Ethanol",684,0.521
"Leather.Tanning","Glycerol",721,0.666
"Leather.Tanning","Erythritol",226,0.674
"Leather.Tanning","Ribitol",497,0.671
"Leather.Tanning","Galactitol",110,0.7
"Leather.Tanning","D-Mannitol",666,0.866
"Leather.Tanning","D-Glucitol",651,0.811
"Leather.Tanning","myo-Inositol",91,0.826
"Leather.Tanning","DL-Lactate",373,0.241
"Leather.Tanning","Succinate",678,0.594
"Leather.Tanning","Citrate",509,0.713
"Leather.Tanning","D-Gluconate",455,0.567
"Leather.Tanning","D-Glucosamine",318,0.666
"Leather.Tanning","Nitrate",154,0.641
"Leather.Tanning","Vitamin-free",177,0.927
"Leather.Tanning","2-Keto-D-gluconate",373,0.836
"Leather.Tanning","Starch formation",123,0.907
"Leather.Tanning","Growth at 19°C",802,0.967
"Leather.Tanning","Growth at 25°C",804,0.941
"Leather.Tanning","Growth at 30°C",716,0.587
"Leather.Tanning","Growth at 37°C",345,0.549
"Industrial","Glucose_F",584,0.458
"Industrial","Galactose_F",268,0.418
"Industrial","Sucrose_F",224,0.641
"Industrial","Maltose_F",190,0.757
"Industrial","Lactose_F",72,0.771
"Industrial","Raffinose_F",159,0.706
"Industrial","Trehalose_F",274,0.615
"Industrial","Glucose",786,1
"Industrial","Inulin",145,0.85
"Industrial","Sucrose",500,0.801
"Industrial","Raffinose",254,0.751
"Industrial","Melibiose",138,0.826
"Industrial","Galactose",524,0.55
"Industrial","Lactose",135,0.781
"Industrial","Trehalose",569,0.806
"Industrial","Maltose",465,0.739
"Industrial","Melezitose",382,0.53
"Industrial","Methyl-?-D-glucoside",389,0.621
"Industrial","Soluble Starch",211,0.476
"Industrial","Cellobiose",521,0.839
"Industrial","Salicin",512,0.779
"Industrial","L-Sorbose",424,0.331
"Industrial","L-Rhamnose",206,0.733
"Industrial","D-Xylose",557,0.466
"Industrial","L-Arabinose",299,0.629
"Industrial","D-Arabinose",270,0.852
"Industrial","D-Ribose",349,0.782
"Industrial","Methanol",106,0.795
"Industrial","Ethanol",659,0.227
"Industrial","Glycerol",702,0.611
"Industrial","Erythritol",249,0.887
"Industrial","Ribitol",498,0.778
"Industrial","Galactitol",127,0.65
"Industrial","D-Mannitol",653,0.805
"Industrial","D-Glucitol",634,0.635
"Industrial","myo-Inositol",108,0.605
"Industrial","DL-Lactate",354,0.025
"Industrial","Succinate",657,0.475
"Industrial","Citrate",506,0.725
"Industrial","D-Gluconate",454,0.614
"Industrial","D-Glucosamine",329,0.8
"Industrial","Nitrate",179,0.883
"Industrial","Vitamin-free",186,0.491
"Industrial","2-Keto-D-gluconate",370,0.565
"Industrial","Starch formation",142,0.673
"Industrial","Growth at 19°C",777,0.932
"Industrial","Growth at 25°C",777,0.873
"Industrial","Growth at 30°C",689,0.206
"Industrial","Growth at 37°C",336,0.214
"Fodder","Glucose_F",604,0.767
"Fodder","Galactose_F",258,0.682
"Fodder","Sucrose_F",210,0.872
"Fodder","Maltose_F",166,0.831
"Fodder","Lactose_F",34,1
"Fodder","Raffinose_F",135,0.934
"Fodder","Trehalose_F",262,0.895
"Fodder","Glucose",826,1
"Fodder","Inulin",113,1
"Fodder","Sucrose",504,0.957
"Fodder","Raffinose",240,0.956
"Fodder","Melibiose",108,1
"Fodder","Galactose",538,0.737
"Fodder","Lactose",105,1
"Fodder","Trehalose",577,0.919
"Fodder","Maltose",467,0.865
"Fodder","Melezitose",384,0.922
"Fodder","Methyl-?-D-glucoside",389,0.927
"Fodder","Soluble Starch",197,0.889
"Fodder","Cellobiose",523,0.887
"Fodder","Salicin",516,0.902
"Fodder","L-Sorbose",436,0.769
"Fodder","L-Rhamnose",186,1
"Fodder","D-Xylose",575,0.814
"Fodder","L-Arabinose",289,0.793
"Fodder","D-Arabinose",252,1
"Fodder","D-Ribose",337,0.784
"Fodder","Methanol",72,1
"Fodder","Ethanol",695,0.811
"Fodder","Glycerol",732,0.885
"Fodder","Erythritol",221,0.766
"Fodder","Ribitol",500,0.871
"Fodder","Galactitol",105,1
"Fodder","D-Mannitol",671,0.963
"Fodder","D-Glucitol",656,0.889
"Fodder","myo-Inositol",80,1
"Fodder","DL-Lactate",380,0.655
"Fodder","Succinate",687,0.799
"Fodder","Citrate",512,0.831
"Fodder","D-Gluconate",458,0.838
"Fodder","D-Glucosamine",315,0.905
"Fodder","Nitrate",149,1
"Fodder","Vitamin-free",160,0.505
"Fodder","2-Keto-D-gluconate",364,0.568
"Fodder","Starch formation",112,1
"Fodder","Growth at 19°C",815,0.99
"Fodder","Growth at 25°C",817,0.981
"Fodder","Growth at 30°C",729,0.883
"Fodder","Growth at 37°C",344,0.667
"Freshwater","Glucose_F",599,0.531
"Freshwater","Galactose_F",271,1
"Freshwater","Sucrose_F",219,0.897
"Freshwater","Maltose_F",175,0.91
"Freshwater","Lactose_F",41,1
"Freshwater","Raffinose_F",140,0.705
"Freshwater","Trehalose_F",271,0.951
"Freshwater","Glucose",819,1
"Freshwater","Inulin",116,0.683
"Freshwater","Sucrose",503,0.811
"Freshwater","Raffinose",245,0.849
"Freshwater","Melibiose",115,1
"Freshwater","Galactose",547,0.965
"Freshwater","Lactose",110,0.87
"Freshwater","Trehalose",572,0.656
"Freshwater","Maltose",466,0.689
"Freshwater","Melezitose",383,0.595
"Freshwater","Methyl-?-D-glucoside",388,0.629
"Freshwater","Soluble Starch",206,0.93
"Freshwater","Cellobiose",514,0.34
"Freshwater","Salicin",507,0.314
"Freshwater","L-Sorbose",441,0.826
"Freshwater","L-Rhamnose",181,0.26
"Freshwater","D-Xylose",570,0.586
"Freshwater","L-Arabinose",300,1
"Freshwater","D-Arabinose",257,0.876
"Freshwater","D-Ribose",346,0.858
"Freshwater","Methanol",77,0.73
"Freshwater","Ethanol",690,0.623
"Freshwater","Glycerol",727,0.776
"Freshwater","Erythritol",232,1
"Freshwater","Ribitol",507,0.934
"Freshwater","Galactitol",112,1
"Freshwater","D-Mannitol",664,0.761
"Freshwater","D-Glucitol",649,0.649
"Freshwater","myo-Inositol",87,1
"Freshwater","DL-Lactate",379,0.435
"Freshwater","Succinate",682,0.642
"Freshwater","Citrate",513,0.741
"Freshwater","D-Gluconate",457,0.588
"Freshwater","D-Glucosamine",316,0.601
"Freshwater","Nitrate",146,0.304
"Freshwater","Vitamin-free",169,0.747
"Freshwater","2-Keto-D-gluconate",369,0.63
"Freshwater","Starch formation",119,1
"Freshwater","Growth at 19°C",808,0.972
"Freshwater","Growth at 25°C",810,0.941
"Freshwater","Growth at 30°C",720,0.623
"Freshwater","Growth at 37°C",347,0.62
"Seawater.Marine","Glucose_F",589,0.485
"Seawater.Marine","Galactose_F",281,0.84
"Seawater.Marine","Sucrose_F",223,0.473
"Seawater.Marine","Maltose_F",185,0.55
"Seawater.Marine","Lactose_F",63,0.884
"Seawater.Marine","Raffinose_F",158,0.68
"Seawater.Marine","Trehalose_F",281,0.759
"Seawater.Marine","Glucose",795,1
"Seawater.Marine","Inulin",140,0.829
"Seawater.Marine","Sucrose",491,0.398
"Seawater.Marine","Raffinose",261,0.815
"Seawater.Marine","Melibiose",137,0.886
"Seawater.Marine","Galactose",541,0.837
"Seawater.Marine","Lactose",132,0.733
"Seawater.Marine","Trehalose",564,0.551
"Seawater.Marine","Maltose",456,0.331
"Seawater.Marine","Melezitose",379,0.327
"Seawater.Marine","Methyl-?-D-glucoside",382,0.274
"Seawater.Marine","Soluble Starch",226,0.903
"Seawater.Marine","Cellobiose",514,0.586
"Seawater.Marine","Salicin",511,0.652
"Seawater.Marine","L-Sorbose",437,0.59
"Seawater.Marine","L-Rhamnose",199,0.427
"Seawater.Marine","D-Xylose",562,0.537
"Seawater.Marine","L-Arabinose",300,0.575
"Seawater.Marine","D-Arabinose",265,0.611
"Seawater.Marine","D-Ribose",352,0.738
"Seawater.Marine","Methanol",99,0.728
"Seawater.Marine","Ethanol",670,0.462
"Seawater.Marine","Glycerol",707,0.501
"Seawater.Marine","Erythritol",240,0.625
"Seawater.Marine","Ribitol",493,0.524
"Seawater.Marine","Galactitol",134,0.907
"Seawater.Marine","D-Mannitol",644,0.448
"Seawater.Marine","D-Glucitol",631,0.395
"Seawater.Marine","myo-Inositol",107,0.648
"Seawater.Marine","DL-Lactate",387,0.6
"Seawater.Marine","Succinate",670,0.736
"Seawater.Marine","Citrate",509,0.629
"Seawater.Marine","D-Gluconate",457,0.576
"Seawater.Marine","D-Glucosamine",318,0.381
"Seawater.Marine","Nitrate",176,0.908
"Seawater.Marine","Vitamin-free",189,0.819
"Seawater.Marine","2-Keto-D-gluconate",367,0.385
"Seawater.Marine","Starch formation",143,1
"Seawater.Marine","Growth at 19°C",784,0.912
"Seawater.Marine","Growth at 25°C",786,0.881
"Seawater.Marine","Growth at 30°C",708,0.805
"Seawater.Marine","Growth at 37°C",359,0.75
"Brine","Glucose_F",606,0.908
"Brine","Galactose_F",260,1
"Brine","Sucrose_F",210,1
"Brine","Maltose_F",164,0.701
"Brine","Lactose_F",30,1
"Brine","Raffinose_F",133,1
"Brine","Trehalose_F",262,1
"Brine","Glucose",830,1
"Brine","Inulin",109,1
"Brine","Sucrose",504,1
"Brine","Raffinose",238,1
"Brine","Melibiose",104,1
"Brine","Galactose",540,0.899
"Brine","Lactose",101,1
"Brine","Trehalose",579,1
"Brine","Maltose",467,0.903
"Brine","Melezitose",384,1
"Brine","Methyl-?-D-glucoside",389,1
"Brine","Soluble Starch",197,1
"Brine","Cellobiose",525,1
"Brine","Salicin",518,1
"Brine","L-Sorbose",436,0.849
"Brine","L-Rhamnose",182,1
"Brine","D-Xylose",579,1
"Brine","L-Arabinose",289,1
"Brine","D-Arabinose",248,1
"Brine","D-Ribose",337,0.826
"Brine","Methanol",68,1
"Brine","Ethanol",699,0.953
"Brine","Glycerol",736,0.967
"Brine","Erythritol",221,1
"Brine","Ribitol",502,1
"Brine","Galactitol",101,1
"Brine","D-Mannitol",671,0.967
"Brine","D-Glucitol",658,0.947
"Brine","myo-Inositol",76,1
"Brine","DL-Lactate",380,0.777
"Brine","Succinate",691,0.952
"Brine","Citrate",512,0.882
"Brine","D-Gluconate",458,0.854
"Brine","D-Glucosamine",315,1
"Brine","Nitrate",143,0.702
"Brine","Vitamin-free",162,1
"Brine","2-Keto-D-gluconate",366,0.809
"Brine","Starch formation",108,1
"Brine","Growth at 19°C",819,0.999
"Brine","Growth at 25°C",821,0.997
"Brine","Growth at 30°C",731,0.966
"Brine","Growth at 37°C",346,1
"Plant","Glucose_F",573,0.644
"Plant","Galactose_F",293,0.751
"Plant","Sucrose_F",239,0.388
"Plant","Maltose_F",203,0.384
"Plant","Lactose_F",95,0.348
"Plant","Raffinose_F",178,0.408
"Plant","Trehalose_F",277,0.361
"Plant","Glucose",755,1
"Plant","Inulin",156,0.313
"Plant","Sucrose",459,0.093
"Plant","Raffinose",257,0.223
"Plant","Melibiose",161,0.63
"Plant","Galactose",511,0.513
"Plant","Lactose",168,0.865
"Plant","Trehalose",538,0.41
"Plant","Maltose",432,0.137
"Plant","Melezitose",365,0.189
"Plant","Methyl-?-D-glucoside",384,0.438
"Plant","Soluble Starch",232,0.409
"Plant","Cellobiose",492,0.445
"Plant","Salicin",495,0.644
"Plant","L-Sorbose",407,0.179
"Plant","L-Rhamnose",241,0.958
"Plant","D-Xylose",550,0.778
"Plant","L-Arabinose",332,0.946
"Plant","D-Arabinose",287,0.761
"Plant","D-Ribose",360,0.821
"Plant","Methanol",137,0.882
"Plant","Ethanol",658,0.872
"Plant","Glycerol",673,0.456
"Plant","Erythritol",280,0.966
"Plant","Ribitol",489,0.75
"Plant","Galactitol",160,0.67
"Plant","D-Mannitol",614,0.454
"Plant","D-Glucitol",603,0.45
"Plant","myo-Inositol",145,0.933
"Plant","DL-Lactate",399,0.851
"Plant","Succinate",632,0.423
"Plant","Citrate",485,0.431
"Plant","D-Gluconate",451,0.704
"Plant","D-Glucosamine",340,0.796
"Plant","Nitrate",184,0.276
"Plant","Vitamin-free",217,0.878
"Plant","2-Keto-D-gluconate",369,0.521
"Plant","Starch formation",161,0.518
"Plant","Growth at 19°C",744,0.838
"Plant","Growth at 25°C",754,0.964
"Plant","Growth at 30°C",684,0.921
"Plant","Growth at 37°C",355,0.587
"Food","Glucose_F",572,0.224
"Food","Galactose_F",272,0.424
"Food","Sucrose_F",220,0.211
"Food","Maltose_F",180,0.182
"Food","Lactose_F",78,0.707
"Food","Raffinose_F",157,0.332
"Food","Trehalose_F",278,0.491
"Food","Glucose",778,1
"Food","Inulin",145,0.656
"Food","Sucrose",498,0.729
"Food","Raffinose",256,0.49
"Food","Melibiose",146,0.82
"Food","Galactose",522,0.486
"Food","Lactose",141,0.755
"Food","Trehalose",563,0.692
"Food","Maltose",465,0.629
"Food","Melezitose",400,0.879
"Food","Methyl-?-D-glucoside",397,0.738
"Food","Soluble Starch",217,0.481
"Food","Cellobiose",519,0.774
"Food","Salicin",514,0.799
"Food","L-Sorbose",436,0.621
"Food","L-Rhamnose",214,0.737
"Food","D-Xylose",565,0.807
"Food","L-Arabinose",311,0.818
"Food","D-Arabinose",276,0.813
"Food","D-Ribose",347,0.568
"Food","Methanol",118,0.935
"Food","Ethanol",655,0.259
"Food","Glycerol",696,0.595
"Food","Erythritol",245,0.664
"Food","Ribitol",498,0.755
"Food","Galactitol",139,0.682
"Food","D-Mannitol",649,0.83
"Food","D-Glucitol",632,0.732
"Food","myo-Inositol",120,0.776
"Food","DL-Lactate",372,0.249
"Food","Succinate",653,0.436
"Food","Citrate",506,0.732
"Food","D-Gluconate",456,0.67
"Food","D-Glucosamine",335,0.757
"Food","Nitrate",179,0.631
"Food","Vitamin-free",194,0.661
"Food","2-Keto-D-gluconate",376,0.628
"Food","Starch formation",158,0.981
"Food","Growth at 19°C",767,0.888
"Food","Growth at 25°C",769,0.846
"Food","Growth at 30°C",683,0.245
"Food","Growth at 37°C",332,0.081
"Pickled.Salted.Brined","Glucose_F",593,0.464
"Pickled.Salted.Brined","Galactose_F",269,0.665
"Pickled.Salted.Brined","Sucrose_F",209,0.163
"Pickled.Salted.Brined","Maltose_F",171,0.315
"Pickled.Salted.Brined","Lactose_F",49,0.713
"Pickled.Salted.Brined","Raffinose_F",136,0.158
"Pickled.Salted.Brined","Trehalose_F",269,0.526
"Pickled.Salted.Brined","Glucose",809,1
"Pickled.Salted.Brined","Inulin",124,0.814
"Pickled.Salted.Brined","Sucrose",497,0.53
"Pickled.Salted.Brined","Raffinose",239,0.254
"Pickled.Salted.Brined","Melibiose",119,0.701
"Pickled.Salted.Brined","Galactose",531,0.45
"Pickled.Salted.Brined","Lactose",120,0.963
"Pickled.Salted.Brined","Trehalose",572,0.705
"Pickled.Salted.Brined","Maltose",468,0.692
"Pickled.Salted.Brined","Melezitose",393,0.914
"Pickled.Salted.Brined","Methyl-?-D-glucoside",394,0.814
"Pickled.Salted.Brined","Soluble Starch",210,0.84
"Pickled.Salted.Brined","Cellobiose",522,0.746
"Pickled.Salted.Brined","Salicin",517,0.822
"Pickled.Salted.Brined","L-Sorbose",439,0.718
"Pickled.Salted.Brined","L-Rhamnose",195,0.784
"Pickled.Salted.Brined","D-Xylose",584,0.974
"Pickled.Salted.Brined","L-Arabinose",298,0.818
"Pickled.Salted.Brined","D-Arabinose",261,0.906
"Pickled.Salted.Brined","D-Ribose",340,0.569
"Pickled.Salted.Brined","Methanol",89,1
"Pickled.Salted.Brined","Ethanol",684,0.62
"Pickled.Salted.Brined","Glycerol",721,0.76
"Pickled.Salted.Brined","Erythritol",228,0.543
"Pickled.Salted.Brined","Ribitol",497,0.64
"Pickled.Salted.Brined","Galactitol",114,0.67
"Pickled.Salted.Brined","D-Mannitol",658,0.734
"Pickled.Salted.Brined","D-Glucitol",645,0.739
"Pickled.Salted.Brined","myo-Inositol",95,0.915
"Pickled.Salted.Brined","DL-Lactate",381,0.523
"Pickled.Salted.Brined","Succinate",682,0.792
"Pickled.Salted.Brined","Citrate",511,0.742
"Pickled.Salted.Brined","D-Gluconate",455,0.545
"Pickled.Salted.Brined","D-Glucosamine",324,0.804
"Pickled.Salted.Brined","Nitrate",156,0.462
"Pickled.Salted.Brined","Vitamin-free",181,0.94
"Pickled.Salted.Brined","2-Keto-D-gluconate",371,0.641
"Pickled.Salted.Brined","Starch formation",127,0.878
"Pickled.Salted.Brined","Growth at 19°C",800,0.975
"Pickled.Salted.Brined","Growth at 25°C",800,0.93
"Pickled.Salted.Brined","Growth at 30°C",710,0.398
"Pickled.Salted.Brined","Growth at 37°C",349,0.625
"Fruit","Glucose_F",521,0.048
"Fruit","Galactose_F",309,0.297
"Fruit","Sucrose_F",257,0.082
"Fruit","Maltose_F",245,0.321
"Fruit","Lactose_F",155,0.7
"Fruit","Raffinose_F",204,0.079
"Fruit","Trehalose_F",325,0.584
"Fruit","Glucose",699,1
"Fruit","Inulin",202,0.329
"Fruit","Sucrose",477,0.268
"Fruit","Raffinose",283,0.124
"Fruit","Melibiose",213,0.583
"Fruit","Galactose",519,0.545
"Fruit","Lactose",220,0.918
"Fruit","Trehalose",560,0.842
"Fruit","Maltose",484,0.767
"Fruit","Melezitose",431,0.888
"Fruit","Methyl-?-D-glucoside",442,0.935
"Fruit","Soluble Starch",282,0.685
"Fruit","Cellobiose",524,0.826
"Fruit","Salicin",515,0.753
"Fruit","L-Sorbose",417,0.125
"Fruit","L-Rhamnose",285,0.955
"Fruit","D-Xylose",554,0.8
"Fruit","L-Arabinose",368,0.945
"Fruit","D-Arabinose",331,0.863
"Fruit","D-Ribose",392,0.826
"Fruit","Methanol",191,0.927
